step,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,error_mag
17,0.06208927434538365,-0.1071927347088057,0.5467731760656744,0.05309312080065341,-0.106990787269253,0.5492824950894861,-0.00899615354473024,0.00020194743955270766,0.0025093190238116847,0.00934174733826427
18,0.06955050999065013,-0.11314232095290756,0.5497618858491428,0.05942358475416198,-0.11304159243916588,0.5528042126757903,-0.01012692523648815,0.00010072851374168246,0.0030423268266475123,0.010574521904040879
19,0.07944736199261355,-0.11279881815875795,0.5511526864393224,0.06687984881830539,-0.11421426084791793,0.5546044389997027,-0.012567513174308168,-0.001415442689159982,0.003451752560380328,0.013109556099685372
20,0.08934421399457697,-0.11245531536460834,0.552543487029502,0.07416962793345205,-0.11553540483070646,0.5565585321361408,-0.015174586061124914,-0.0030800894660981126,0.004015045106638859,0.015996112041805653
21,0.0992410659965404,-0.11211181257045873,0.5539342876196816,0.08150425690313874,-0.1170416876149301,0.5584510299076018,-0.017736809093401654,-0.004929875044471371,0.004516742287920206,0.01895518466450179
22,0.1052612258492215,-0.11941459062483269,0.5507051843328973,0.08619250509109874,-0.12332577538376452,0.5568234518312919,-0.019068720758122756,-0.003911184758931832,0.006118267498394614,0.020404574848589083
23,0.1112813857019026,-0.12671736867920666,0.5474760810461131,0.0913525116654116,-0.1292966055254215,0.5552114594813822,-0.019928874036491004,-0.002579236846214833,0.007735378435269058,0.02153250014763783
24,0.1173015455545837,-0.13402014673358062,0.5442469777593288,0.09870931499776306,-0.13310564790092402,0.5541012568383196,-0.018592230556820646,0.0009144988326565962,0.009854279078990724,0.021062149970018255
25,0.12358554712310582,-0.1323438437276377,0.5518431170760527,0.10261494406296995,-0.1357795594404173,0.560408561361776,-0.020970603060135873,-0.003435715712779619,0.008565444285723256,0.02291150739206502
26,0.12986954869162792,-0.13066754072169476,0.5594392563927766,0.10891832304375412,-0.1362049714358044,0.5670937693829396,-0.0209512256478738,-0.005537430714109642,0.007654512990163065,0.022982788433483545
27,0.13615355026015005,-0.12899123771575183,0.5670353957095005,0.11117593578921615,-0.1329070907249934,0.5708806566503644,-0.024977614470933898,-0.003915853009241577,0.003845260940863904,0.025573446407395433
28,0.1414183958512769,-0.12177466562784278,0.5625406778983799,0.11697282172363153,-0.13071876325203322,0.5685157721750091,-0.024445574127645378,-0.008944097624190434,0.005975094276629234,0.02670739089383052
29,0.14668324144240377,-0.11455809353993374,0.5580459600872594,0.12130850520443476,-0.12762989077550219,0.5646925946923914,-0.025374736237969014,-0.01307179723556845,0.00664663460513204,0.029307454234178233
30,0.15194808703353063,-0.10734152145202469,0.5535512422761388,0.12382877292660315,-0.12331350484091064,0.5593373253758773,-0.028119314106927487,-0.015971983388885946,0.005786083099738493,0.032852379470229835
