step,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,error_mag,cmd_x,cmd_y,cmd_z
40,0.2000151054404562,-1.459475855037387e-05,0.5999929753824476,0.18496372288988638,0.0004161339685937881,0.5995748998280367,-0.015051382550569814,0.00043072872714416195,-0.0004180755544108683,0.015063347273736361,0.2000151054404562,-1.459475855037387e-05,0.5999929753824476
41,0.20501359489641058,-1.3135282695336489e-05,0.5999936778442028,0.19036684605099724,-0.00012144205938055934,0.6002809233664549,-0.014646748845413338,-0.00010830677668522285,0.00028724552225212197,0.014649965600251311,0.20501359489641058,-1.3135282695336489e-05,0.5999936778442028
42,0.21001208435236496,-1.1675806840299094e-05,0.599994380305958,0.19557352872141934,0.0006005527698769343,0.599803169122149,-0.014438555630945621,0.0006122285767172334,-0.00019121118380893698,0.014452794686664387,0.21001208435236496,-1.1675806840299094e-05,0.599994380305958
43,0.21501057380831934,-1.0216330985261712e-05,0.5999950827677133,0.20048417470879826,2.8736400620553242e-05,0.5987345473679575,-0.014526399099521081,3.8952731605814954e-05,-0.001260535399755791,0.014581040347242166,0.21501057380831934,-1.0216330985261712e-05,0.5999950827677133
44,0.22000906326427372,-8.756855130224317e-06,0.5999957852294685,0.20514367201769015,-0.0001928886567991749,0.5996103654086236,-0.014865391246583565,-0.00018413180166895057,-0.0003854198208449455,0.014871526817132438,0.22000906326427372,-8.756855130224317e-06,0.5999957852294685
45,0.2250075527202281,-7.297379275186935e-06,0.5999964876912237,0.20963476727364985,-0.00048182138378335623,0.5996563101555675,-0.015372785446578247,-0.00047452400450816927,-0.00034017753565618314,0.015383869024830767,0.2250075527202281,-7.297379275186935e-06,0.5999964876912237
46,0.23000604217618248,-5.83790342014954e-06,0.599997190152979,0.2152126441480135,1.8183242726949446e-05,0.5995687479957985,-0.01479339802816898,2.4021146147098986e-05,-0.0004284421571805197,0.014799620431529506,0.23000604217618248,-5.83790342014954e-06,0.599997190152979
47,0.23500453163213686,-4.378427565112158e-06,0.5999978926147342,0.2197752578272264,-0.0003150060207285996,0.5996993733724654,-0.01522927380491046,-0.00031062759316348746,-0.0002985192422688687,0.015235366220231505,0.23500453163213686,-4.378427565112158e-06,0.5999978926147342
48,0.24000302108809124,-2.9189517100747768e-06,0.5999985950764894,0.22442378449059727,0.0005148959438085943,0.6001853118291609,-0.015579236597493967,0.0005178148955186691,0.00018671675267145638,0.015588957898860481,0.24000302108809124,-2.9189517100747768e-06,0.5999985950764894
49,0.24500151054404562,-1.4594758550373816e-06,0.5999992975382448,0.22998141630167268,-0.0005379263231873189,0.6005885983554435,-0.015020094242372939,-0.0005364668473322816,0.0005893008171987679,0.015041220136052877,0.24500151054404562,-1.4594758550373816e-06,0.5999992975382448
50,0.25,0.0,0.6,0.23439081701027648,0.0005884248658045475,0.5997359757758873,-0.015609182989723525,0.0005884248658045475,-0.0002640242241126467,0.015622501279253896,0.25,0.0,0.6
