timestamp,cycle,target_x,target_y,target_z,current_x,current_y,current_z,error_mm,cpu_percent,mem_percent,collisions,latency_ms,disturbances
2026-07-22T11:05:04.266143,1,0.25,0.0,0.6,0.24957477398068068,1.1010364767482839e-05,0.6000194740353492,0.6077180715479987,13.5,26.6,0,11.03154585441958,1
2026-07-22T11:05:05.537306,2,0.25,0.0,0.6,0.24957227295740794,9.897201083210755e-06,0.6000217972564204,0.4109699129006015,6.4,26.7,0,8.728018216442567,2
2026-07-22T11:05:06.810649,3,0.25,0.0,0.6,0.24957155278796941,9.318928557605573e-06,0.6000225343012633,0.5991484504159135,8.2,26.6,0,7.561262639881274,3
2026-07-22T11:05:08.079208,4,0.25,0.0,0.6,0.24957123188006447,9.07450143986132e-06,0.6000228579356336,0.6156964162412372,5.3,26.6,0,8.383724241708633,4
2026-07-22T11:05:09.359052,5,0.25,0.0,0.6,0.24957114916488632,8.977492443386863e-06,0.6000229456517784,0.5088256471590925,9.9,26.6,0,7.706979393366906,5
2026-07-22T11:05:10.634971,6,0.25,0.0,0.6,0.24957108450651797,8.944670828223582e-06,0.6000229920304881,0.42305386497821673,8.2,26.5,0,7.3846127425795025,6
2026-07-22T11:05:11.908011,7,0.25,0.0,0.6,0.24957103050850757,8.940549258459037e-06,0.6000230406150346,0.41076604172403974,2.7,26.4,0,7.043953779353859,7
2026-07-22T11:05:13.179097,8,0.25,0.0,0.6,0.24957106133573867,8.924880602132988e-06,0.6000230155435955,0.22300886534432646,11.7,26.3,0,7.387604732026855,8
2026-07-22T11:05:14.471219,9,0.25,0.0,0.6,0.2495710579120207,8.922717588840302e-06,0.600023018928773,0.4997507488400141,11.3,26.4,0,7.587059657983738,9
2026-07-22T11:05:15.750265,10,0.25,0.0,0.6,0.24957105778063435,8.921045618222925e-06,0.6000230192916868,0.5471296691893134,6.2,26.4,0,7.473722993557628,10
2026-07-22T11:05:17.033665,11,0.25,0.0,0.6,0.24957105701995289,8.920913616035555e-06,0.6000230200019895,0.5085715642628778,7.8,26.4,0,7.779959036246927,11
2026-07-22T11:05:18.309588,12,0.25,0.0,0.6,0.24957105682806893,8.921021376614242e-06,0.6000230201145133,0.5085560991727682,10.8,26.4,0,7.63940584815769,12
2026-07-22T11:05:19.577893,13,0.25,0.0,0.6,0.2495710588269488,8.919930626658865e-06,0.6000230185610903,0.421297518270603,5.9,26.4,0,7.629815693746132,13
2026-07-22T11:05:20.856573,14,0.25,0.0,0.6,0.24957102060583417,8.93046324173037e-06,0.6000230509078986,0.5449530772986207,10.9,26.4,0,7.655072887981381,14
2026-07-22T11:05:22.134121,15,0.25,0.0,0.6,0.24957102076123194,8.931264625340464e-06,0.6000230505932286,0.6066112901038366,5.1,26.4,0,7.7559378114338475,15
2026-07-22T11:05:23.410109,16,0.25,0.0,0.6,0.24957105728373064,8.921202092367973e-06,0.6000230196782111,0.5983492291933502,3.5,26.4,0,7.975940247786295,16
2026-07-22T11:05:24.715075,17,0.25,0.0,0.6,0.24957101978803087,8.930620456675415e-06,0.6000230516128803,0.4113638356705955,7.8,26.4,0,8.187997831613393,17
2026-07-22T11:05:25.992065,18,0.25,0.0,0.6,0.24957102192103975,8.931489070363128e-06,0.6000230495503018,0.614517938750714,10.7,26.4,0,8.324513680792972,18
2026-07-22T11:05:27.265636,19,0.25,0.0,0.6,0.249571057844306,8.921347001346405e-06,0.6000230191559047,0.39898256660376147,8.4,26.4,0,8.149539276540711,19
2026-07-22T11:05:28.548269,20,0.25,0.0,0.6,0.24957105618272737,8.921412057126403e-06,0.6000230206054129,0.5089239620534477,5.5,26.4,0,8.061341063464232,20
2026-07-22T11:05:29.819101,21,0.25,0.0,0.6,0.2495710585944444,8.920200919113916e-06,0.6000230187303577,0.5085154192425877,7.4,26.4,0,7.932621308149681,21
2026-07-22T11:05:31.089800,22,0.25,0.0,0.6,0.24957102247239724,8.930799605802766e-06,0.6000230491764973,0.4112469055600213,9.8,26.4,0,7.954015187228517,22
2026-07-22T11:05:32.371585,23,0.25,0.0,0.6,0.24957105740460178,8.921690233394601e-06,0.600023019472442,0.5084147650929145,9.0,26.4,0,8.071807804252499,23
2026-07-22T11:05:33.654383,24,0.25,0.0,0.6,0.2495710595782098,8.920000728572458e-06,0.6000230178303424,0.3988365734629313,12.1,26.4,0,8.163190537064237,24
2026-07-22T11:05:34.931561,25,0.25,0.0,0.6,0.2495710579808748,8.92044614558587e-06,0.600023019160927,0.6069713044557397,7.1,26.4,0,8.081845628183471,25
2026-07-22T11:05:36.192560,26,0.25,0.0,0.6,0.24957105792122905,8.920514079625527e-06,0.6000230192563307,0.5452582317804692,6.4,26.4,0,7.963313104022569,26
2026-07-22T11:05:37.479049,27,0.25,0.0,0.6,0.2495710234429522,8.931732584671079e-06,0.6000230481576628,0.5089803655575684,16.5,26.4,0,7.944923864473141,27
2026-07-22T11:05:38.753196,28,0.25,0.0,0.6,0.24957105749676922,8.922066266837453e-06,0.6000230193817933,0.5433622303038813,8.2,26.4,0,8.073289049102746,28
2026-07-22T11:05:40.031540,29,0.25,0.0,0.6,0.2495710206962329,8.93147977966602e-06,0.6000230506432039,0.44593009487575125,6.2,26.4,0,8.157119987329938,29
2026-07-22T11:05:41.310467,30,0.25,0.0,0.6,0.2495710240883849,8.93220712423972e-06,0.6000230475681048,0.5078400291053276,7.8,26.4,0,8.05188265441894,30
2026-07-22T11:05:42.594576,31,0.25,0.0,0.6,0.2495710568555639,8.922469799037284e-06,0.6000230198050029,0.6128644412166862,6.6,26.4,0,8.14436678173663,31
2026-07-22T11:05:43.877923,32,0.25,0.0,0.6,0.24957105912037902,8.920502092883941e-06,0.6000230181678872,0.517208359417022,8.8,26.3,0,8.280052281015188,32
2026-07-22T11:05:45.168039,33,0.25,0.0,0.6,0.24957105836103435,8.920204444129814e-06,0.6000230188716543,0.6060414717770485,6.5,26.4,0,8.578138234950485,33
2026-07-22T11:05:46.440174,34,0.25,0.0,0.6,0.2495710582174668,8.920429392218635e-06,0.6000230189351805,0.6132494738916318,9.4,26.4,0,8.525960193627071,34
2026-07-22T11:05:47.715563,35,0.25,0.0,0.6,0.24957105862187326,8.919802395285085e-06,0.6000230186994341,0.5078973937198793,7.5,26.4,0,8.425218473809155,35
2026-07-22T11:05:49.002733,36,0.25,0.0,0.6,0.2495710587759601,8.919946813892128e-06,0.6000230185156523,0.497070397454605,7.8,26.4,0,8.488701223755498,36
2026-07-22T11:05:50.284615,37,0.25,0.0,0.6,0.2495710580162524,8.92033957813801e-06,0.6000230191614611,0.5173239015539332,6.7,26.4,0,8.432162018761552,37
2026-07-22T11:05:51.553755,38,0.25,0.0,0.6,0.24957102392276737,8.931520506099202e-06,0.6000230477728902,0.5156734736750166,8.5,26.3,0,8.358479466002201,39
2026-07-22T11:05:52.835024,39,0.25,0.0,0.6,0.24957102063086326,8.931660306864831e-06,0.6000230506375378,0.45771965036161827,9.3,26.4,0,8.332967575460225,40
2026-07-22T11:05:54.109426,40,0.25,0.0,0.6,0.249571057712313,8.921510768559265e-06,0.6000230192107858,0.6142086699953085,7.2,26.4,0,8.36225201093808,41
2026-07-22T11:05:55.397183,41,0.25,0.0,0.6,0.24957105832008183,8.920172403240226e-06,0.6000230188668115,0.35978358789360987,8.3,26.4,0,8.372230025553465,42
2026-07-22T11:05:56.679620,42,0.25,0.0,0.6,0.24957105751542624,8.920527462114182e-06,0.6000230195417638,0.423160298598833,5.5,26.4,0,8.461357558293841,43
2026-07-22T11:05:57.959480,43,0.25,0.0,0.6,0.24957105832216187,8.920034021236284e-06,0.6000230189012234,0.5442059940363805,9.2,26.4,0,8.429050042069944,44
2026-07-22T11:05:59.234589,44,0.25,0.0,0.6,0.24957105625149262,8.92027923052084e-06,0.6000230206788649,0.5179057667892446,7.8,26.3,0,8.401801392293862,45
2026-07-22T11:06:00.523571,45,0.25,0.0,0.6,0.24957105741758043,8.920388591011278e-06,0.6000230196339864,0.4105680577274867,7.8,26.4,0,8.47778804714108,46
2026-07-22T11:06:01.795780,46,0.25,0.0,0.6,0.2495710220575582,8.931291119354416e-06,0.6000230494434966,0.545951656253081,4.6,26.4,0,8.402183959159753,47
2026-07-22T11:06:03.078065,47,0.25,0.0,0.6,0.24957102326130975,8.931477681370082e-06,0.600023048295891,0.5175919752587458,13.2,26.4,0,8.368381122693782,48
2026-07-22T11:06:04.351152,48,0.25,0.0,0.6,0.24957105744323538,8.921823823791003e-06,0.600023019409759,0.4974050024998417,8.3,26.4,0,8.38901503637934,49
2026-07-22T11:06:05.630915,49,0.25,0.0,0.6,0.24957105896647874,8.920005138150765e-06,0.6000230182923516,0.297747590227459,8.4,26.4,0,8.394235474214133,50
2026-07-22T11:06:06.893430,50,0.25,0.0,0.6,0.24957105568185373,8.920777334401165e-06,0.6000230211026061,0.5468247117668066,5.8,26.4,0,8.329767356221815,51
2026-07-22T11:06:08.176841,51,0.25,0.0,0.6,0.2495710193347733,8.930501764290759e-06,0.6000230518890465,0.4221605710231262,6.7,26.4,0,8.32221010583443,52
2026-07-22T11:06:09.448100,52,0.25,0.0,0.6,0.249571057300012,8.920491988094639e-06,0.6000230196797788,0.5471106258217837,9.2,26.4,0,8.258321449952998,53
2026-07-22T11:06:10.720257,53,0.25,0.0,0.6,0.24957105588325815,8.920838595561054e-06,0.6000230208901554,0.39843638921326024,8.2,26.4,0,8.259240725381224,54
