timestamp,cycle,target_x,target_y,target_z,current_x,current_y,current_z,error_mm,cpu_percent,mem_percent,collisions
2026-07-21T11:55:56.158921,23,0.25,0.0,0.6,0.24957214631823688,9.034248625829111e-06,0.6000220602184051,0.5482945715472828,9.8,21.4,0
2026-07-21T11:55:57.403094,24,0.25,0.0,0.6,0.24957220089869422,8.983833329367287e-06,0.6000220258959,0.5107635702912935,10.1,21.4,0
2026-07-21T11:55:58.650201,25,0.25,0.0,0.6,0.24957212117991087,9.061457268560883e-06,0.6000220762662856,0.45908107020924366,11.8,21.4,0
2026-07-21T11:55:59.905445,26,0.25,0.0,0.6,0.2495722005841459,8.98357366721515e-06,0.6000220262134215,0.510286301584086,10.6,21.4,0
2026-07-21T11:56:01.158024,27,0.25,0.0,0.6,0.2495721210885854,9.061343284345296e-06,0.6000220763592117,0.4472787909631132,11.7,21.4,0
2026-07-21T11:56:02.410149,28,0.25,0.0,0.6,0.24957220054074053,8.983535780077658e-06,0.6000220262551104,0.41208524738725916,8.8,21.4,0
2026-07-21T11:56:03.651555,29,0.25,0.0,0.6,0.24957207377084453,9.055674439436857e-06,0.6000221030508445,0.5188888895477338,9.7,21.4,0
2026-07-21T11:56:04.888119,30,0.25,0.0,0.6,0.24957208482663046,9.085679718200779e-06,0.600022102448849,0.5475409842566429,24.2,21.4,0
2026-07-21T11:56:06.127789,31,0.25,0.0,0.6,0.24957205315071307,9.091663562732456e-06,0.6000221135991682,0.435889059518843,5.2,21.4,0
2026-07-21T11:56:07.375940,32,0.25,0.0,0.6,0.2495720536568682,9.09227832722654e-06,0.6000221132261488,0.31596180980458033,15.3,21.5,0
2026-07-21T11:56:08.615538,33,0.25,0.0,0.6,0.24957211151688358,9.070477227585416e-06,0.6000220829153502,0.5197560443183573,5.7,21.3,0
2026-07-21T11:56:09.851473,34,0.25,0.0,0.6,0.24957220019563517,8.983255375263544e-06,0.6000220266036581,0.6404508748390836,14.9,21.3,0
2026-07-21T11:56:11.095367,35,0.25,0.0,0.6,0.24957216557584222,8.987044720097866e-06,0.6000220408386029,0.5099818387249313,5.9,21.3,0
2026-07-21T11:56:12.336534,36,0.25,0.0,0.6,0.24957212666943587,9.053428162217621e-06,0.6000220732511995,0.714293355719288,15.5,21.3,0
2026-07-21T11:56:13.579304,37,0.25,0.0,0.6,0.24957220033929914,8.983374162530383e-06,0.6000220264574812,0.31604910260292685,4.7,21.3,0
2026-07-21T11:56:14.820008,38,0.25,0.0,0.6,0.24957212657376526,9.054024514675166e-06,0.6000220733594048,0.2234884541998009,8.9,21.3,0
2026-07-21T11:56:16.056593,39,0.25,0.0,0.6,0.24957220050343795,8.983508070174687e-06,0.6000220262940141,0.5095928287184217,8.6,21.3,0
2026-07-21T11:56:17.294998,40,0.25,0.0,0.6,0.24957212106547813,9.061314621192226e-06,0.6000220763832119,0.5096822335722757,7.0,21.3,0
2026-07-21T11:56:18.537220,41,0.25,0.0,0.6,0.24957220052692303,8.983527247014283e-06,0.6000220262704713,0.5097975594858227,12.5,21.3,0
2026-07-21T11:56:19.789356,42,0.25,0.0,0.6,0.24957219934340968,8.982546050657171e-06,0.6000220274621597,0.3605998445113717,10.2,21.3,0
2026-07-21T11:56:21.027157,43,0.25,0.0,0.6,0.24957212637301435,9.053639853332276e-06,0.6000220735244619,0.5199116205553086,9.1,21.3,0
2026-07-21T11:56:22.273000,44,0.25,0.0,0.6,0.24957214622802726,9.03434232248688e-06,0.6000220604018756,0.5006187283570959,6.6,21.3,0
2026-07-21T11:56:23.512523,45,0.25,0.0,0.6,0.24957220095312943,8.983846795973992e-06,0.6000220258434,0.31669017093718926,8.7,21.3,0
2026-07-21T11:56:24.759007,46,0.25,0.0,0.6,0.24957216583036826,8.987271450427044e-06,0.6000220405775779,0.31745104354849085,8.2,21.3,0
2026-07-21T11:56:25.992834,47,0.25,0.0,0.6,0.24957212644460608,9.053668140333312e-06,0.6000220733964506,0.7080695335430306,8.0,21.3,0
2026-07-21T11:56:27.236866,48,0.25,0.0,0.6,0.2495722003788434,8.983406159404771e-06,0.6000220264181693,0.46856758348089594,6.3,21.3,0
2026-07-21T11:56:28.478847,49,0.25,0.0,0.6,0.24957219926939372,8.982503183890215e-06,0.6000220275396447,0.44825050848261966,9.9,21.3,0
2026-07-21T11:56:29.730783,50,0.25,0.0,0.6,0.24957212620461097,9.053668621096255e-06,0.6000220737929898,0.7621786954911278,7.8,21.3,0
2026-07-21T11:56:30.966628,51,0.25,0.0,0.6,0.24957216672309582,8.987981276465963e-06,0.6000220396785698,0.40155750500400866,9.8,21.3,0
2026-07-21T11:56:32.202313,52,0.25,0.0,0.6,0.24957219925829718,8.982494076117233e-06,0.6000220275507755,0.44802063737895526,8.3,21.3,0
2026-07-21T11:56:33.438697,53,0.25,0.0,0.6,0.2495720654374358,9.065122813358786e-06,0.6000221085697917,0.4133775896354504,17.2,21.3,0
2026-07-21T11:56:34.687868,54,0.25,0.0,0.6,0.24957215150595075,9.018579053153448e-06,0.6000220586370036,0.3173266916571615,5.2,21.3,0
2026-07-21T11:56:35.917256,55,0.25,0.0,0.6,0.24957212599984557,9.053572864951234e-06,0.6000220739188007,0.4259947068071566,12.2,21.3,0
2026-07-21T11:56:37.162380,56,0.25,0.0,0.6,0.24957220038331163,8.983309286448371e-06,0.6000220263593227,0.42552701075153976,21.2,21.1,0
2026-07-21T11:56:38.406980,57,0.25,0.0,0.6,0.2495721656069626,8.987077339857895e-06,0.6000220408025256,0.4135676515753655,7.0,21.1,0
2026-07-21T11:56:39.659442,58,0.25,0.0,0.6,0.249572087967939,9.088214462641746e-06,0.600022099314563,0.6088232511540541,7.2,21.1,0
2026-07-21T11:56:40.906848,59,0.25,0.0,0.6,0.2495721118036027,9.07067502888355e-06,0.6000220825889513,0.41349842309596796,7.8,21.1,0
2026-07-21T11:56:42.152271,60,0.25,0.0,0.6,0.2495721463158516,9.03423537498737e-06,0.6000220602168226,0.6172050936924609,6.5,21.1,0
2026-07-21T11:56:43.395481,61,0.25,0.0,0.6,0.24957206018719372,9.075856294790329e-06,0.6000221105574874,0.4140046933756618,16.3,21.1,0
2026-07-21T11:56:44.648813,62,0.25,0.0,0.6,0.24957213853392132,9.027142618063794e-06,0.600022068084082,0.520538639520912,11.5,21.1,0
2026-07-21T11:56:45.892761,63,0.25,0.0,0.6,0.24957208682968282,9.087312244056064e-06,0.6000221004464559,0.40187206665330955,17.2,21.1,0
2026-07-21T11:56:47.135876,64,0.25,0.0,0.6,0.24957205374319943,9.092346705862217e-06,0.6000221131419263,0.5487069296550926,7.9,21.1,0
2026-07-21T11:56:48.372974,65,0.25,0.0,0.6,0.2495720651107742,9.064793637839371e-06,0.6000221089074068,0.4589681408703,6.1,21.2,0
2026-07-21T11:56:49.611380,66,0.25,0.0,0.6,0.24957210420190895,9.03092268355926e-06,0.6000220818737095,0.6011109674391698,7.9,21.2,0
2026-07-21T11:56:50.849882,67,0.25,0.0,0.6,0.24957214236254283,9.031128657129711e-06,0.6000220641864699,0.4251871390975258,10.3,21.2,0
2026-07-21T11:56:52.090281,68,0.25,0.0,0.6,0.24957216580461727,8.987232476263333e-06,0.6000220406085081,0.5198704703110895,11.4,21.2,0
2026-07-21T11:56:53.329521,69,0.25,0.0,0.6,0.2495721263089764,9.05369980870753e-06,0.6000220736271835,0.33264695897708274,12.7,21.2,0
2026-07-21T11:56:54.568609,70,0.25,0.0,0.6,0.24957214623812732,9.034356743657737e-06,0.600022060391306,0.6165767693964433,6.5,21.2,0
2026-07-21T11:56:55.807461,71,0.25,0.0,0.6,0.24957213573639722,9.04744647671188e-06,0.600022066729904,0.5094894630124154,13.9,21.2,0
2026-07-21T11:56:57.045266,72,0.25,0.0,0.6,0.24957220034189337,8.982395204102758e-06,0.6000220256471336,0.42382142677694823,9.3,21.2,0
2026-07-21T11:56:58.284850,73,0.25,0.0,0.6,0.2495720740900441,9.055804891272567e-06,0.600022102583723,0.4239824860676364,11.5,21.2,0
2026-07-21T11:56:59.524730,74,0.25,0.0,0.6,0.24957205148039938,9.090273637251471e-06,0.6000221152564514,0.4239597387951523,7.6,21.2,0
2026-07-21T11:57:00.763987,75,0.25,0.0,0.6,0.2495720531610305,9.09169028465476e-06,0.6000221135785613,0.5198724449695333,5.1,21.2,0
2026-07-21T11:57:01.998265,76,0.25,0.0,0.6,0.24957211143523778,9.070216831043339e-06,0.6000220828968562,0.2826295575407823,6.0,21.2,0
2026-07-21T11:57:03.239273,77,0.25,0.0,0.6,0.24957206639636284,9.066209711735781e-06,0.6000221075725981,0.6164420281479257,9.6,21.2,0
2026-07-21T11:57:04.479617,78,0.25,0.0,0.6,0.2495720514988151,9.090518894415877e-06,0.600022115388964,0.4118471127282063,9.1,21.2,0
2026-07-21T11:57:05.722808,79,0.25,0.0,0.6,0.24957205309736233,9.091817109650798e-06,0.6000221137873845,0.4235921512378649,17.5,21.2,0
2026-07-21T11:57:06.960871,80,0.25,0.0,0.6,0.24957211145812774,9.070244223553464e-06,0.6000220828786053,0.458004075460119,4.9,21.2,0
2026-07-21T11:57:08.197747,81,0.25,0.0,0.6,0.2495720999443835,9.061650215156884e-06,0.6000220944556434,0.3163010430822076,10.8,21.1,0
2026-07-21T11:57:09.435250,82,0.25,0.0,0.6,0.24957205148877792,9.090524268718918e-06,0.6000221153990869,0.41178058092772263,5.4,21.2,0
2026-07-21T11:57:10.688579,83,0.25,0.0,0.6,0.24957205309972197,9.09181845072621e-06,0.6000221137856042,0.6156156513326576,15.2,21.1,0
2026-07-21T11:57:11.933286,84,0.25,0.0,0.6,0.24957211146249286,9.070242381227268e-06,0.6000220828694741,0.546655128889491,10.6,21.2,0
2026-07-21T11:57:13.170204,85,0.25,0.0,0.6,0.24957220011519674,8.983189567832274e-06,0.6000220266835903,0.2988309527951573,9.1,21.2,0
2026-07-21T11:57:14.397094,86,0.25,0.0,0.6,0.24957212651696586,9.053940384222037e-06,0.6000220734097883,0.6069235037306735,11.7,21.2,0
2026-07-21T11:57:15.645210,87,0.25,0.0,0.6,0.2495721464698143,9.03438367806665e-06,0.6000220600093019,0.5085878431395255,12.9,21.2,0
2026-07-21T11:57:16.886353,88,0.25,0.0,0.6,0.24957220099417265,8.983882785234594e-06,0.6000220258041037,0.41116340935180673,9.6,21.2,0
2026-07-21T11:57:18.123780,89,0.25,0.0,0.6,0.24957212130998516,9.06143536668393e-06,0.6000220760418205,0.5089946143769758,8.2,21.2,0
2026-07-21T11:57:19.365234,90,0.25,0.0,0.6,0.24957220059380358,8.983581405279944e-06,0.6000220262039604,0.39875099708326445,23.4,21.2,0
2026-07-21T11:57:20.613906,91,0.25,0.0,0.6,0.24957216571939372,8.987167883260854e-06,0.6000220406904011,0.3312384091628388,6.5,21.2,0
2026-07-21T11:57:21.855962,92,0.25,0.0,0.6,0.2495720880147445,9.088248682403807e-06,0.6000220992709072,0.49872931931662995,17.3,21.2,0
2026-07-21T11:57:23.097752,93,0.25,0.0,0.6,0.2495721118175563,9.070688770359059e-06,0.6000220825745071,0.3985746781379029,10.5,21.2,0
2026-07-21T11:57:24.338946,94,0.25,0.0,0.6,0.24957220038071695,8.983305231939689e-06,0.6000220263621708,0.6073281197723619,5.8,21.2,0
2026-07-21T11:57:25.577194,95,0.25,0.0,0.6,0.2495721992386149,8.982477220735759e-06,0.6000220275705753,0.49895507592263844,10.5,21.2,0
2026-07-21T11:57:26.818735,96,0.25,0.0,0.6,0.24957212665240777,9.053445005403843e-06,0.6000220732662732,0.42383412807826537,10.9,21.2,0
2026-07-21T11:57:28.060783,97,0.25,0.0,0.6,0.2495722003763459,8.983375030689082e-06,0.6000220264257027,0.4456041818170614,4.0,21.2,0
2026-07-21T11:57:29.309312,98,0.25,0.0,0.6,0.24957219925729032,8.982492963355388e-06,0.600022027552115,0.5086359376707615,16.7,21.2,0
2026-07-21T11:57:30.551915,99,0.25,0.0,0.6,0.2495720879709623,9.088222352139324e-06,0.6000220993166899,0.5089905460336571,11.6,21.2,0
2026-07-21T11:57:31.790205,100,0.25,0.0,0.6,0.2495721116845682,9.070722618433457e-06,0.6000220828115922,0.5984377795075531,11.3,21.2,0
2026-07-21T11:57:33.014375,101,0.25,0.0,0.6,0.24957206653566974,9.066384880878396e-06,0.6000221072756631,0.44663764475817397,21.7,21.2,0
2026-07-21T11:57:34.247630,102,0.25,0.0,0.6,0.2495721512996008,9.019305378604099e-06,0.6000220587609847,0.41124459698526045,7.6,21.1,0
2026-07-21T11:57:35.474471,103,0.25,0.0,0.6,0.24957214493172294,9.033076121267275e-06,0.6000220616521542,0.2985583829429455,11.7,21.1,0
2026-07-21T11:57:36.723023,104,0.25,0.0,0.6,0.24957220037367317,8.983405130917202e-06,0.6000220264229199,0.5075954477488,12.8,21.1,0
2026-07-21T11:57:37.968790,105,0.25,0.0,0.6,0.24957212670387344,9.053988762259241e-06,0.6000220731266943,0.42200267988045076,12.9,21.1,0
2026-07-21T11:57:39.214838,106,0.25,0.0,0.6,0.24957220050931614,8.983512182658871e-06,0.6000220262879953,0.40987213220864327,14.4,21.1,0
2026-07-21T11:57:40.451781,107,0.25,0.0,0.6,0.2495721993173608,8.982543341575479e-06,0.6000220274915492,0.42320024165263515,10.2,21.1,0
2026-07-21T11:57:41.688869,108,0.25,0.0,0.6,0.24957208799981748,9.088238970595633e-06,0.6000220992833826,0.4981266587356886,17.2,21.1,0
2026-07-21T11:57:42.932064,109,0.25,0.0,0.6,0.24957206548949296,9.064915745432124e-06,0.600022108362216,0.4224948856601168,4.4,21.1,0
2026-07-21T11:57:44.167420,110,0.25,0.0,0.6,0.24957208455406113,9.085498453520025e-06,0.6000221027687721,0.5177102603125663,17.5,21.1,0
2026-07-21T11:57:45.405672,111,0.25,0.0,0.6,0.24957213746402285,9.036985360001946e-06,0.6000220671309702,0.49966275761808526,8.9,21.1,0
2026-07-21T11:57:46.649316,112,0.25,0.0,0.6,0.24957212004011436,9.062235753364138e-06,0.6000220771512663,0.41059943050754244,6.3,21.2,0
2026-07-21T11:57:47.885770,113,0.25,0.0,0.6,0.24957213522932814,9.047206699942191e-06,0.6000220671519055,0.29872443471425925,5.3,21.2,0
2026-07-21T11:57:49.119590,114,0.25,0.0,0.6,0.24957220024563415,8.982277412219549e-06,0.6000220257421827,0.4465384041011571,10.7,21.2,0
2026-07-21T11:57:50.386034,115,0.25,0.0,0.6,0.2495721658772841,8.987294162479864e-06,0.6000220405354787,0.42243978577649033,17.9,21.2,0
2026-07-21T11:57:51.673375,116,0.25,0.0,0.6,0.24957212645281188,9.053678877786136e-06,0.6000220733885249,0.37417714915029665,17.7,21.3,0
2026-07-21T11:57:52.945477,117,0.25,0.0,0.6,0.24957220038310127,8.983409662253383e-06,0.6000220264138945,0.4108551068114565,7.1,21.3,0
2026-07-21T11:57:54.207574,118,0.25,0.0,0.6,0.24957212670579948,9.053991149245629e-06,0.6000220731247968,0.4466763555127976,12.3,21.3,0
2026-07-21T11:57:55.457639,119,0.25,0.0,0.6,0.2495721463247496,9.034492284419567e-06,0.6000220603076233,0.4112073721845756,9.3,21.3,0
2026-07-21T11:57:56.709674,120,0.25,0.0,0.6,0.24957220101064584,8.983894679268857e-06,0.6000220257890748,0.48990535097712434,7.6,21.3,0
2026-07-21T11:57:57.955746,121,0.25,0.0,0.6,0.24957207403446802,9.055753146423249e-06,0.6000221026317432,0.42335683843313776,13.9,21.3,0
2026-07-21T11:57:59.193499,122,0.25,0.0,0.6,0.24957205142345312,9.090267094285475e-06,0.6000221153281161,0.40966993369924215,8.3,21.3,0
2026-07-21T11:58:00.435845,123,0.25,0.0,0.6,0.24957205301494184,9.091747456095687e-06,0.6000221138714246,0.5090488642745968,12.9,21.2,0
2026-07-21T11:58:01.684914,124,0.25,0.0,0.6,0.24957208729261282,9.087687696336503e-06,0.6000220999874528,0.4092087186241666,4.9,21.2,0
2026-07-21T11:58:02.929660,125,0.25,0.0,0.6,0.24957211152042225,9.070480208364688e-06,0.6000220829118442,0.5080156174049735,13.8,21.2,0
2026-07-21T11:58:04.172604,126,0.25,0.0,0.6,0.24957220019726123,8.983256461734057e-06,0.6000220266022824,0.242778040202744,12.1,21.2,0
2026-07-21T11:58:05.417806,127,0.25,0.0,0.6,0.24957216557496634,8.987045289221096e-06,0.6000220408391228,0.5062732576820834,6.6,21.2,0
2026-07-21T11:58:06.670158,128,0.25,0.0,0.6,0.24957208792921948,9.08820568978075e-06,0.6000220993540785,0.39659794374600776,7.9,21.2,0
2026-07-21T11:58:07.908121,129,0.25,0.0,0.6,0.24957206539934468,9.064913500590301e-06,0.6000221084600346,0.45602699540550773,8.3,21.2,0
2026-07-21T11:58:09.144884,130,0.25,0.0,0.6,0.24957205112497688,9.090008875615377e-06,0.6000221156285923,0.44574147414769877,6.9,21.2,0
2026-07-21T11:58:10.386715,131,0.25,0.0,0.6,0.24957213750184506,9.036964997680655e-06,0.600022067095123,0.39678887859845724,7.5,21.3,0
2026-07-21T11:58:11.637840,132,0.25,0.0,0.6,0.24957216581027053,8.987241360229238e-06,0.600022040599921,0.5341117039462747,11.9,21.3,0
2026-07-21T11:58:12.878131,133,0.25,0.0,0.6,0.24957212637273246,9.053684372346206e-06,0.6000220735189883,0.497091319474876,3.9,21.2,0
2026-07-21T11:58:14.119143,134,0.25,0.0,0.6,0.24957214623680893,9.034360415315938e-06,0.6000220603998018,0.516983643385787,14.0,21.2,0
2026-07-21T11:58:15.359944,135,0.25,0.0,0.6,0.24957213573544829,9.047446915924547e-06,0.6000220667297466,0.31481611244757113,19.8,21.2,0
2026-07-21T11:58:16.611401,136,0.25,0.0,0.6,0.24957220034238767,8.98239517023593e-06,0.6000220256463473,0.41070711663368925,10.6,21.2,0
2026-07-21T11:58:17.855685,137,0.25,0.0,0.6,0.2495720740891324,9.055805040116294e-06,0.6000221025841459,0.5068575229256141,7.6,21.2,0
2026-07-21T11:58:19.105946,138,0.25,0.0,0.6,0.24957205128872656,9.090345189206825e-06,0.6000221155946462,0.35734299265729447,9.4,21.2,0
2026-07-21T11:58:20.352581,139,0.25,0.0,0.6,0.24957205315722206,9.091692671891189e-06,0.6000221135880224,0.4439107255039791,7.0,21.2,0
2026-07-21T11:58:21.599647,140,0.25,0.0,0.6,0.2495720872958778,9.08769032016834e-06,0.600022099984197,0.5083911946475517,6.8,21.2,0
2026-07-21T11:58:22.842363,141,0.25,0.0,0.6,0.24957208749235146,9.087909759148982e-06,0.600022099830278,0.3151214250782113,8.4,21.2,0
2026-07-21T11:58:24.086704,142,0.25,0.0,0.6,0.24957208763166697,9.08796770367655e-06,0.6000220996455624,0.31349467449498536,8.6,21.2,0
2026-07-21T11:58:25.336235,143,0.25,0.0,0.6,0.24957208767228592,9.087996192204258e-06,0.6000220996093014,0.5159987057003548,9.3,21.2,0
2026-07-21T11:58:26.578292,144,0.25,0.0,0.6,0.24957208767500713,9.088007360151098e-06,0.6000220996002388,0.40866443449730283,6.4,21.2,0
2026-07-21T11:58:27.814188,145,0.25,0.0,0.6,0.24957206532184134,9.064832398826201e-06,0.6000221085326002,0.44575407366543035,17.6,21.2,0
2026-07-21T11:58:29.060089,146,0.25,0.0,0.6,0.24957205109615171,9.089978026826678e-06,0.6000221156526935,0.422931529758779,6.8,21.2,0
2026-07-21T11:58:30.297642,147,0.25,0.0,0.6,0.24957214229466698,9.031176137254659e-06,0.6000220642489799,0.41034683930444166,7.9,21.2,0
2026-07-21T11:58:31.536835,148,0.25,0.0,0.6,0.24957212108998053,9.061442232923233e-06,0.6000220763485278,0.3122982825905205,6.6,21.2,0
2026-07-21T11:58:32.777771,149,0.25,0.0,0.6,0.24957220056944487,8.983562960858577e-06,0.6000220262279399,0.2972363592177814,8.7,21.2,0
2026-07-21T11:58:34.015659,150,0.25,0.0,0.6,0.24957212115453037,9.061315626829914e-06,0.6000220762425589,0.5974516352296576,18.3,21.2,0
2026-07-21T11:58:35.255504,151,0.25,0.0,0.6,0.24957214651105755,9.034448665913604e-06,0.6000220599665738,0.6143760906472513,9.5,21.2,0
2026-07-21T11:58:36.498859,152,0.25,0.0,0.6,0.24957217376474133,9.007956349774773e-06,0.6000220416935783,0.3150465537799776,5.8,21.2,0
2026-07-21T11:58:37.745080,153,0.25,0.0,0.6,0.24957220040568154,8.982405178395765e-06,0.600022025586863,0.4107958910456136,15.6,21.2,0
2026-07-21T11:58:38.994992,154,0.25,0.0,0.6,0.2495721659371116,8.987342022670833e-06,0.6000220404757386,0.4566361958474629,6.2,21.2,0
2026-07-21T11:58:40.238337,155,0.25,0.0,0.6,0.2495721989985678,8.982247859991342e-06,0.6000220278190532,0.7048839839791209,9.2,21.2,0
2026-07-21T11:58:41.486737,156,0.25,0.0,0.6,0.24957208783226914,9.088132158932911e-06,0.6000220994457891,0.517920111218328,9.3,21.2,0
2026-07-21T11:58:42.736670,157,0.25,0.0,0.6,0.24957208769773734,9.088076329787665e-06,0.6000220996265927,0.5079103392659179,10.4,21.2,0
2026-07-21T11:58:43.977718,158,0.25,0.0,0.6,0.24957208770885128,9.088030591510861e-06,0.6000220995687355,0.45347093006003747,7.6,21.2,0
2026-07-21T11:58:45.223183,159,0.25,0.0,0.6,0.2495720876955118,9.088020126683941e-06,0.6000220995816431,0.39655039008957266,9.4,21.2,0
2026-07-21T11:58:46.464916,160,0.25,0.0,0.6,0.24957211165557633,9.070613367659819e-06,0.6000220827716157,0.3141226705607939,11.5,21.2,0
2026-07-21T11:58:47.719013,161,0.25,0.0,0.6,0.2495722002863064,8.983300546064984e-06,0.600022026517001,0.44222076725093074,17.0,21.2,0
2026-07-21T11:58:48.968022,162,0.25,0.0,0.6,0.24957219922286325,8.982464829862358e-06,0.6000220275865797,0.39645984971006465,6.1,21.1,0
2026-07-21T11:58:50.214105,163,0.25,0.0,0.6,0.24957208796296262,9.08820936222975e-06,0.6000220993196925,0.4095287151538078,15.1,21.2,0
2026-07-21T11:58:51.464070,164,0.25,0.0,0.6,0.24957208781078155,9.088085482862068e-06,0.6000220994711023,0.50683003760314,8.2,21.2,0
2026-07-21T11:58:52.713587,165,0.25,0.0,0.6,0.24957206524939063,9.064926399766732e-06,0.6000221087600192,0.5685220227083888,5.8,21.2,0
2026-07-21T11:58:53.961654,166,0.25,0.0,0.6,0.24957215146385478,9.01849470902635e-06,0.6000220586825461,0.5066458778082539,14.4,21.2,0
2026-07-21T11:58:55.204662,167,0.25,0.0,0.6,0.24957212597744835,9.05354231113272e-06,0.6000220739382225,0.5460355715905553,12.6,21.2,0
2026-07-21T11:58:56.441413,168,0.25,0.0,0.6,0.249572135251043,9.046846606613322e-06,0.600022067115347,0.39508525272568734,12.5,21.1,0
2026-07-21T11:58:57.695881,169,0.25,0.0,0.6,0.24957220013754475,8.982186787243902e-06,0.600022025850775,0.3129129346719471,14.4,21.3,0
2026-07-21T11:58:58.940368,170,0.25,0.0,0.6,0.24957219946175133,8.98266147291891e-06,0.6000220273468199,0.5415077191828966,8.1,21.2,0
2026-07-21T11:59:00.184734,171,0.25,0.0,0.6,0.2495721264417363,9.053663908666608e-06,0.6000220733993445,0.4218391623028077,13.9,21.2,0
2026-07-21T11:59:01.432167,172,0.25,0.0,0.6,0.2495721667513043,8.988003866711651e-06,0.6000220396501007,0.4065302949888162,5.0,21.2,0
2026-07-21T11:59:02.683652,173,0.25,0.0,0.6,0.24957219927902322,8.98250067664555e-06,0.600022027527986,0.5047666879479468,5.6,21.2,0
2026-07-21T11:59:03.932244,174,0.25,0.0,0.6,0.24957208794967004,9.088227173015869e-06,0.6000220993293404,0.4674019999033855,10.0,21.2,0
2026-07-21T11:59:05.169962,175,0.25,0.0,0.6,0.24957211168628912,9.07072404545083e-06,0.600022082809817,0.409535555254799,10.3,21.2,0
2026-07-21T11:59:06.411435,176,0.25,0.0,0.6,0.24957220032251268,8.983329805428539e-06,0.6000220264803356,0.39662414719217787,13.8,21.1,0
2026-07-21T11:59:07.662204,177,0.25,0.0,0.6,0.24957216560485165,8.987074599807758e-06,0.6000220408054443,0.5163232452539503,20.3,21.2,0
2026-07-21T11:59:08.902446,178,0.25,0.0,0.6,0.24957208788570345,9.088237246179076e-06,0.6000220994438992,0.5064250622354449,7.0,21.2,0
