step,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,error_mag
29,0.145,0.0,0.6,0.14499417798524797,4.868570848908594e-06,0.6000064373581078,-5.822014752021598e-06,4.868570848908594e-06,6.4373581077914466e-06,9.95180472535248e-06
30,0.15,0.0,0.6,0.14999410309933278,4.769812202349623e-06,0.6000063289077211,-5.896900667212712e-06,4.769812202349623e-06,6.32890772112038e-06,9.878239664389313e-06
31,0.155,0.0,0.6,0.15499385154905754,4.074564649576537e-06,0.6000065185502504,-6.148450942461414e-06,4.074564649576537e-06,6.518550250467214e-06,9.843628570974202e-06
32,0.16,0.0,0.6,0.15999363935051472,4.018822297120371e-06,0.6000065226447916,-6.360649485281922e-06,4.018822297120371e-06,6.522644791617793e-06,9.957594569376067e-06
33,0.165,0.0,0.6,0.1649936205023509,3.891811310741427e-06,0.6000062967863132,-6.379497649117161e-06,3.891811310741427e-06,6.296786313253477e-06,9.77208797587714e-06
34,0.17,0.0,0.6,0.16999343567136707,3.870688627637376e-06,0.6000062392491637,-6.5643286329408745e-06,3.870688627637376e-06,6.239249163764171e-06,9.848902019052714e-06
35,0.175,0.0,0.6,0.17499325841402597,3.878894952954536e-06,0.6000061664883508,-6.741585974023856e-06,3.878894952954536e-06,6.1664883508338875e-06,9.925743603487922e-06
36,0.18,0.0,0.6,0.17999307318639116,3.322627492984224e-06,0.6000061920556036,-6.926813608837401e-06,3.322627492984224e-06,6.1920556035932606e-06,9.867226197199513e-06
37,0.185,0.0,0.6,0.18499289697818463,3.335229895539241e-06,0.6000061261131262,-7.103021815363375e-06,3.335229895539241e-06,6.126113126225796e-06,9.955196602827224e-06
38,0.19,0.0,0.6,0.18999290578076572,3.3332694399130724e-06,0.6000059067864864,-7.0942192342826615e-06,3.3332694399130724e-06,5.906786486375992e-06,9.814721508976122e-06
39,0.195,0.0,0.6,0.19499322341780406,2.7987890271914365e-06,0.6000059156138839,-6.776582195944236e-06,2.7987890271914365e-06,5.915613883966664e-06,9.420709840627443e-06
40,0.2,0.0,0.6,0.19999278065990664,2.844333045794637e-06,0.6000059033218279,-7.2193400933728835e-06,2.844333045794637e-06,5.903321827926966e-06,9.749785149594814e-06
41,0.205,0.0,0.6,0.20499270813063122,2.9463523133588646e-06,0.6000058277862295,-7.291869368764026e-06,2.9463523133588646e-06,5.827786229484211e-06,9.78853631459372e-06
42,0.21,0.0,0.6,0.20999305734080953,2.7686228617118345e-06,0.6000057191896887,-6.942659190461997e-06,2.7686228617118345e-06,5.719189688724313e-06,9.411424965482665e-06
43,0.215,0.0,0.6,0.21499259032673323,2.7302166032150294e-06,0.6000057977220271,-7.409673266761674e-06,2.7302166032150294e-06,5.7977220271343555e-06,9.79647494380262e-06
44,0.22,0.0,0.6,0.2199929471225468,2.6983292879980137e-06,0.6000056681403295,-7.052877453200823e-06,2.6983292879980137e-06,5.668140329539995e-06,9.442027118775616e-06
45,0.225,0.0,0.6,0.22499249443711367,2.6576149592696067e-06,0.6000057870045172,-7.505562886339634e-06,2.6576149592696067e-06,5.787004517254779e-06,9.843059117736709e-06
46,0.23,0.0,0.6,0.22999286183620757,2.718055666327817e-06,0.6000056793665068,-7.1381637924416985e-06,2.718055666327817e-06,5.679366506861072e-06,9.518214793344272e-06
47,0.235,0.0,0.6,0.2349923898065416,2.6861187274545876e-06,0.6000058582583563,-7.610193458379433e-06,2.6861187274545876e-06,5.858258356306045e-06,9.97243547290094e-06
48,0.24,0.0,0.6,0.23999291833753467,2.800948346434179e-06,0.6000056543058926,-7.081662465324712e-06,2.800948346434179e-06,5.654305892610623e-06,9.48506352321335e-06
49,0.245,0.0,0.6,0.2449928602861266,2.6821296100098e-06,0.6000057124577787,-7.139713873394182e-06,2.6821296100098e-06,5.7124577786948905e-06,9.528982490916878e-06
50,0.25,0.0,0.6,0.24999296557927317,2.9693391311652683e-06,0.6000056949573244,-7.0344207268313586e-06,2.9693391311652683e-06,5.694957324386962e-06,9.525365544929635e-06
