step,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,error_mag
32,0.15076268969192363,-0.12506371150476686,0.628277824002149,0.16708734374246714,-0.14327581458037247,0.6125215528801898,0.016324654050543508,-0.018212103075605612,-0.01575627112195921,0.029093557843190915
33,0.1593236201674963,-0.12991964140373985,0.6265085263424345,0.1717577241676982,-0.1457521220650154,0.6127605962960425,0.012434104000201895,-0.015832480661275544,-0.013747930046391965,0.024377858124494608
34,0.16832268467993308,-0.12874266155920833,0.6223095316595887,0.17829179053845018,-0.1425019220827069,0.6100171382992008,0.009969105858517097,-0.013759260523498573,-0.012292393360387899,0.020971486745062558
35,0.17732174919236984,-0.12756568171467678,0.6181105369767428,0.18587583512735487,-0.13941126814250648,0.6068602645189608,0.008554085934985023,-0.011845586427829707,-0.011250272457781985,0.018440686928002978
36,0.18632081370480663,-0.12638870187014525,0.613911542293897,0.19395211043493005,-0.1366785771104341,0.6037436328786095,0.007631296730123416,-0.010289875240288848,-0.010167909415287446,0.016355567985288463
37,0.195785388096678,-0.12492346745491713,0.6110349262803901,0.20269813303189418,-0.13397795360483442,0.6017086082136044,0.006912744935216181,-0.009054486149917287,-0.009326318066785744,0.014722430867939408
38,0.20524996248854938,-0.12345823303968902,0.6081583102668834,0.21137045774145163,-0.13127043173823483,0.5997806326082966,0.006120495252902258,-0.007812198698545811,-0.008377677658586768,0.012987547636006723
39,0.21471453688042075,-0.12199299862446089,0.6052816942533765,0.21973805370854466,-0.12825222046148424,0.5983047553902334,0.005023516828123908,-0.006259221837023349,-0.006976938863143101,0.010634437231351294
40,0.2174906614810437,-0.1123950584348306,0.6048661508523993,0.22358071669698418,-0.11962709051423699,0.5967162394311433,0.006090055215940471,-0.0072320320794063975,-0.008149911421255984,0.01248247237950422
41,0.22026678608166664,-0.10279711824520031,0.604450607451422,0.22742696891444927,-0.11089137601706177,0.5952017030700757,0.0071601828327826356,-0.008094257771861457,-0.00924890438134629,0.014224185717695806
42,0.2230429106822896,-0.09319917805557001,0.6040350640504447,0.23124220151420782,-0.10201172880018695,0.5937960585251388,0.008199290831918227,-0.00881255074461694,-0.010239005525305878,0.015802742006375704
43,0.22581903528291256,-0.08360123786593972,0.6036195206494674,0.2348080948020491,-0.09276689290630888,0.592764439645891,0.008989059519136533,-0.009165655040369161,-0.010855081003576461,0.016812055405328354
44,0.2285951598835355,-0.07400329767630943,0.6032039772484903,0.23833417537016197,-0.08329021477851285,0.5918469519363597,0.009739015486626479,-0.009286917102203418,-0.011357025312130564,0.017609011211658736
45,0.23137128448415845,-0.06440535748667914,0.602788433847513,0.24183943149339057,-0.07369320722152803,0.590971516154756,0.010468147009232126,-0.009287849734848891,-0.011816917692757056,0.01831627140717845
46,0.24122767262836117,-0.06455664721722272,0.6011065527077615,0.2494464908818741,-0.07164607087808995,0.591890162601984,0.008218818253512922,-0.007089423660867233,-0.009216390105777461,0.014239057128525542
47,0.2510840607725639,-0.0647079369477663,0.59942467156801,0.2568839102839141,-0.06986967094774259,0.5929304489469789,0.005799849511350208,-0.005161733999976284,-0.006494222621031165,0.010122088702058153
48,0.26094044891676665,-0.06485922667830989,0.5977427904282585,0.2642007023894342,-0.06780178233834955,0.5939944453851458,0.0032602534726675625,-0.0029425556600396613,-0.003748345043112722,0.005773904838209586
49,0.2592781252152016,-0.05500432670182907,0.5980857574307143,0.2637664655994759,-0.0585787698233427,0.5932947434533608,0.004488340384274314,-0.003574443121513629,-0.004791013977353598,0.00747500220503254
50,0.2576158015136366,-0.04514942672534826,0.5984287244331703,0.2631408554377336,-0.04893761069598651,0.5931380650053508,0.005525053924096968,-0.003788183970638251,-0.005290659427819477,0.00853625420431907
51,0.25595347781207156,-0.03529452674886745,0.5987716914356261,0.2622622385368727,-0.03890814028809847,0.5934502481412847,0.006308760724801132,-0.0036136135392310226,-0.005321443294341477,0.009009795970420136
52,0.2539689852080477,-0.023529684499244967,0.5991811276237508,0.26085073022032174,-0.02637348952816403,0.5943901281799693,0.00688174501227401,-0.002843805028919063,-0.004790999443781474,0.008854338887052943
53,0.25198449260402384,-0.011764842249622483,0.5995905638118754,0.25921947627968317,-0.013927749205520578,0.5948940715360571,0.007234983675659334,-0.002162906955898094,-0.004696492275818254,0.008892704593302868
54,0.25,0.0,0.6,0.2569644423258811,-0.0009209390317169483,0.596613756298541,0.006964442325881115,-0.0009209390317169483,-0.003386243701459013,0.007798604491595591
