test_id,mass_offset,damping_offset,friction_coeff,delay_steps,final_error_mm,passed
1,-0.1623411066018591,-0.1461691812374644,0.022966251759254288,4,0.2285128841068115,1
2,0.12178727480350643,-0.29873917315690796,0.008489934546957829,1,0.06048857122453443,1
3,-0.17739007312952806,-0.2256371252822117,0.0007751641788800945,1,0.06017503007858418,1
4,0.05891507652264327,0.043532240977027126,0.01913985397332363,5,0.3157198439923507,1
5,0.1855392601037692,0.19873086657090205,0.04287449570680512,2,0.11484295741062507,1
6,-0.03469198697958337,-0.2127858821488084,0.02508866468775066,5,0.31013581769726023,1
7,0.12295470649822476,-0.2721102473330296,0.033499174306602604,2,0.11443384887165542,1
8,-0.16973450552996755,0.14323972865929557,0.020799846375920174,0,0.012885946782608855,1
9,0.1613969386738287,0.051900103966166844,0.03226608940875262,3,0.17591120983365474,1
10,0.1529241186210562,0.030675102303925172,0.016515500301432774,4,0.2446930778116536,1
11,0.034733778981648866,0.24866993677029986,0.011258890337716244,5,0.3147310082008864,1
12,-0.14679022564691704,-0.0694376691997251,0.033823990968924945,0,0.012807260838946387,1
13,-0.10476081171832258,0.08619433846633229,0.03781262608674798,2,0.11252376463321907,1
14,0.008393482246942557,0.14153912390583712,0.001223534346854338,1,0.06032747569985844,1
15,0.11213617593275227,-0.08533382792830313,0.043755053294766796,2,0.11432155495258566,1
16,0.10853327575503496,-0.028041897204832522,0.032528223079746656,0,0.012529287486436865,1
17,0.15062579571819873,-0.05557580264101816,0.04040005636425591,1,0.06046489052333171,1
18,0.16966234584248807,0.005070921351182145,0.038564122441944106,3,0.17609341154012823,1
19,-0.03670632912332636,-0.1025412269498309,0.006543956288254949,1,0.060380007202966726,1
20,-0.15375386377235498,-0.02383385747718869,0.02161856121909409,3,0.1681039920388131,1
21,-0.11425518382989992,-0.2702517447440052,0.046800953259323846,0,0.01277972212899498,1
22,-0.15121950962005615,-0.22424767390149866,0.007611025994182197,0,0.012824879906652204,1
23,0.13337169080132133,-0.2629514650890989,0.04086703893557938,4,0.24364146172584347,1
24,-0.09902171123718913,-0.00035843029480531197,0.021199003024338754,2,0.11247210893413351,1
25,-0.044718457728007394,-0.18261487385461217,0.04557880428399177,5,0.3095353274260384,1
26,0.11705519390449987,-0.11735847958654858,0.040335057445850156,1,0.060389506163333405,1
27,-0.14941683789353416,-0.11266578584351228,0.023241281523267182,5,0.3012052448872406,1
28,-0.009751411654748299,0.04335592485495554,0.013359355162835785,5,0.3118640634371557,1
29,0.03695296692901501,-0.06115950365534714,0.013117283698596549,1,0.060383641922079026,1
30,0.1012734177420217,-0.06585903565965504,0.03148267987693057,5,0.31883508155688434,1
31,-0.18361343310882564,0.10344518057454688,0.0300612558243578,5,0.29909672476409116,1
32,0.14737648978873624,-0.05736915009137253,0.005000607496327048,4,0.24450543463569202,1
33,-0.04415924775651314,-0.1426149488859338,0.005000837351496762,0,0.01264671653455493,1
34,0.1324540505160045,-0.021478812836342676,0.021614643465999995,2,0.11452258322233667,1
35,-0.06353437824622787,0.15000040445672586,0.012515808895063603,3,0.17008515822954004,1
36,-0.1576325904352824,0.01748438848129069,0.02583104555164258,0,0.012839964632086467,1
37,-0.03790918562413953,-0.2209945279500562,0.023353140445023925,0,0.012704098047726901,1
38,0.18358847304417353,0.16922978280261142,0.011635399266514475,1,0.06045224904420038,1
39,-0.09886359497703966,0.025390922493768453,0.014806590925375646,2,0.11265992690332917,1
40,-0.12462688001872967,0.1339838248127429,0.006662989433309269,2,0.1122345385141889,1
41,-0.04596641356739775,-0.16190274701190463,0.01918637362806912,3,0.17064742803152194,1
42,-0.059938370386511286,0.271577066023486,0.04481160182699102,3,0.1702207548948604,1
43,0.08301296471526304,-0.21151708201886182,0.017414860232455098,5,0.3177623573810154,1
44,-0.06414131352227201,-0.17032415121587174,0.017836157468345215,2,0.11286526288606334,1
45,-0.011023988859539091,0.2930596446513239,0.030424027366381654,2,0.11331516116314332,1
46,0.10268595963371757,0.06395610560663878,0.004883993424772387,4,0.24232968228064744,1
47,0.11245395329775693,0.1952145724720294,0.014541605557062316,3,0.17493011482237064,1
48,0.14172727732724882,0.05136104698902788,0.0038705216538201196,0,0.0125402398021813,1
49,-0.11705979679663732,0.052464042986688664,0.040933339360555474,3,0.1684941984031754,1
50,0.1025462641361809,0.10127408583011732,0.035604709547827296,3,0.17455459055306458,1
